Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
Eco-Net Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/00-01/028,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Edelweiss Value & Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0226,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
EIF,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0326,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Emerging India Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/173,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Emerging Sectors,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/02-03/040,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Enam India Infrastructure Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0186,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Endiya,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0101,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Endurance Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/23-24/1373,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Equanimity Ventures,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0337,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Eureka Venture Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/04-05/054,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Exfinity Technology Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0094,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Exponential Innovation Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0350,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Faering Capital India Evolving Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0195,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Felicitas Venture Capital,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/135,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Fire Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/04-05/049,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Fireside Ventures Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0299,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
First Founder Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/19-20/0715,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Fortune 100 Equity Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/25-26/1912,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Fortune Hands Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/24-25/1639,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Forum Synergies India,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/132,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Fulcrum Venture India,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/12-13/0019,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Gaja Capital India,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/105,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Global Ventures Fund,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0240,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Golden Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/23-24/1453,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Grand Anicut Angel Fund,Angel,"Pre-Seed, Seed",,,,,,SEBI AIF1; regs: IN/AIF1/19-20/0738,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Green India Venture Fund,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/AIF2/15-16/0180, IN/VCF/08-09/121",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Grow India Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0297,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Gsf Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0152,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Gujarat Biotechnology Venture Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/056,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Gvfl Startup Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0190,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Gvfl Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/098,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
HDFC Property Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/04-05/053,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Healthquad Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0216,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Himalaya Wealth Management Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/25-26/2046,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Holani Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1489,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
I3E,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/156,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
IAN,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0220,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Icon Capital,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/25-26/1880,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Ideaspring Capital Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0213,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Idfc Infrastructure,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/061,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Idfc S.P.I.C.E. Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0208,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Iifl Venture Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0017,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Il&Fs Infrastructure Investment,VC,"Seed, Series A",,,,,,"SEBI AIF1; regs: IN/AIF1/15-16/0176, IN/AIF1/15-16/0178",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Il&Fs Orix,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/147,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Il&Fs Private Equity,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/04-05/050,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Imprints Vc Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0233,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Imvesta Alternative Funds,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/23-24/1479,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Incube Connect Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0025,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India - Ahead Venture,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/21-22/0976,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Advantage,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/VCF/02-03/043, IN/VCF/05-06/060, IN/VCF/05-06/067 (+1 schemes)",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
INDIA ADVANTAGE FUND Series 3,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/113,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Agriculture,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0024,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Alpha,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0230,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Alternative Energy,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0082,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Alternatives Private Equity Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/172,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Asset Growth,PE,"Series B, Series C+",,,,,,"SEBI AIF2; regs: IN/AIF2/12-13/0037, IN/AIF2/15-16/0212",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Development And Construction Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0112,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Education Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0199,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Electronic Development Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0305,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Infrastructure,VC,"Seed, Series A",,,,,,"SEBI AIF1; regs: IN/AIF1/13-14/0084, IN/VCF/07-08/112",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Infrastructure Development Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0102,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Innovation Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/142,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Plus,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0188,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Property Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/059,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Rizing Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/07-08/104,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
India Value,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/162,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Indiaquotient Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0003,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Indiaventure,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/124,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Indus Way Emerging Market Fund Series,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/14-15/0124,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
IndusAge Global Technology Venture Fund II- India,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/17-18/0323,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Indusage Technology Venture,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0064,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Infinity Alternatives Growth Fund,PE,"Series B, Series C+",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0247,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
INFIPLY SME Growth Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1676,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Infowise Startup Catalysts,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/19-20/0740,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Innopark Ventures,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/21-22/0889,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Investcorp Infrastructure,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/118,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Ipro Capital Private Equity,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/0101,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Iq Startup Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/17-18/0347,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Iti Infrastructure Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/16-17/0292,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
IvyCap Ventures,VC,"Seed, Series A",,,,,,"SEBI AIF1; regs: IN/AIF1/15-16/0142, IN/AIF1/25-26/1852",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Jai Ho Investment,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/24-25/1748,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Jamwant Ventures Angel Fund,Angel,"Pre-Seed, Seed",,,,,,SEBI AIF1; regs: IN/AIF1/23-24/1474,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Jm Financial India Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/06-07/092,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Jm Financial Property Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/06-07/094,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
JSW Ventures,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0239,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kae Capital,VC,"Seed, Series A",,,,,,"SEBI AIF1; regs: IN/AIF1/15-16/0141, IN/VCF/11-12/0217",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kaizen,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/10-11/0118,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Karnataka Information Technology Venture Capital Fund-3 (Biotech),VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/15-16/0195,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Karnataka Information Techology Venture Capital Fund,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/VCF/07-08/109, IN/VCF/10-11/0114",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Karnataka Semiconductor Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/13-14/0049,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Karnataka Venture Capital Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/11-12/0218,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kettleborough VC,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/25-26/1776,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kettleborough VC Fund,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/20-21/0805,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kotak India Growth,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/08-09/114,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kotak India Venture,VC,"Seed, Series A",,,,,,"SEBI VCF; regs: IN/AIF2/17-18/0370, IN/VCF/07-08/102",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kotak Seaf India Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/04-05/055,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Kshitij Venture Fund,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/05-06/058,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Ksk Trust Private Limited,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/01-02/036,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
L & T Infra Investment Partners,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/12-13/0027,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Laghu Vikas,VC,"Seed, Series A",,,,,,SEBI AIF1; regs: IN/AIF1/14-15/0109,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Lake Shore India Retail Venture Fund,VC,"Seed, Series A",,,,,,SEBI AIF2; regs: IN/AIF2/16-17/0293,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
Leapstart,VC,"Seed, Series A",,,,,,SEBI VCF; regs: IN/VCF/09-10/164,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,staging_thin
