Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
Synapses Venture Capital,VC,"Seed, Series A",,,,https://synapses.vc,,SEBI AIF2; IN/AIF2/24-25/1581,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Takshil Venture Partners,VC,"Seed, Series A",,,,https://takshil.vc,,SEBI AIF2; IN/AIF2/24-25/1516,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tata Capital Growth,PE,"Series B, Series C+",,,,https://tatacapital.com,,"SEBI AIF2; IN/AIF1/25-26/1952, IN/AIF1/25-26/1960, IN/AIF2/24-25/1594 (+2)",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tavasya SSF,VC,"Seed, Series A",,,,https://tavasyacapital.in,,SEBI AIF1; IN/AIF1/23-24/1361,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tenacity Ventures,VC,"Seed, Series A",,,,https://tenacity.vc,,"SEBI AIF2; IN/AIF2/21-22/0990, IN/AIF2/25-26/1996",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
The Fundamentum Partnership - Fund Ii,VC,"Seed, Series A",,,,https://fundamentum.co.in,,SEBI AIF1; IN/AIF1/21-22/1000,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
The Ventureast Funds,VC,"Seed, Series A",,,,https://ventureast.net,,"SEBI AIF1; IN/AIF1/25-26/1890, IN/VCF/09-10/144",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Thinkuvate,VC,"Seed, Series A",,,,https://thinkuvate.com,,SEBI AIF1; IN/AIF1/23-24/1465,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tilt Ventures,VC,"Seed, Series A",,,,https://tiltcap.org,,SEBI AIF2; IN/AIF2/26-27/2167,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Trans Continental Capital,VC,"Seed, Series A",,,,https://transconcapital.com,,"SEBI AIF1; IN/AIF1/14-15/0127, IN/AIF2/25-26/2083",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Transition Vc Angel,Angel,"Pre-Seed, Seed",,,,https://transitionventurecapital.com,,"SEBI AIF1; IN/AIF1/23-24/1335, IN/AIF2/22-23/1174, IN/AIF2/26-27/2146",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Trident India Growth Fund 1,PE,"Series B, Series C+",,,,https://tridentgp.in,,SEBI AIF2; IN/AIF2/24-25/1555,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
True North,VC,"Seed, Series A",,,,https://truenorth.co.in,,SEBI AIF1; IN/AIF1/25-26/1923,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tryrock Capital,VC,"Seed, Series A",,,,https://tryrock.com,,SEBI AIF1; IN/AIF1/23-24/1298,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Turbostart Angel,Angel,"Pre-Seed, Seed",,,,https://turbostart.co,,"SEBI AIF1; IN/AIF1/24-25/1673, IN/AIF1/26-27/2168",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Unicorn India Ventures,VC,"Seed, Series A",,,,https://unicornivc.com,,"SEBI AIF1; IN/AIF1/15-16/0159, IN/AIF1/15-16/159",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
V-Cube Ventures Investment,VC,"Seed, Series A",,,,https://vcube.one,,SEBI AIF2; IN/AIF2/25-26/2044,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
ValleyNXT Ventures,VC,"Seed, Series A",,,,https://valleynxtventures.com,,SEBI AIF1; IN/AIF1/25-26/1892,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Varanium NexGen,VC,"Seed, Series A",,,,https://varaniumgroup.com,,SEBI AIF1; IN/AIF1/19-20/0688,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Ventana Ventures,VC,"Seed, Series A",,,,https://ventanaventures.in,,SEBI AIF2; IN/AIF2/22-23/1208,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Venture Catalysts Angel,Angel,"Pre-Seed, Seed",,,,https://venturecatalysts.in,,"SEBI AIF1; IN/AIF1/18-19/0653, IN/AIF1/22-23/1157",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Venture Gurukool Investment,VC,"Seed, Series A",,,,https://venturegurukool.com,,SEBI AIF1; IN/AIF1/19-20/0777,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Ventureland Asia Advisory Services Llp,VC,"Seed, Series A",,,,https://creativelandasia.com,,SEBI AIF1; IN/AIF1/17-18/0520,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Vincere Partners Growth,PE,"Series B, Series C+",,,,https://vincerepartners.in,,SEBI AIF2; IN/AIF2/24-25/1577,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
W Health Ventures,VC,"Seed, Series A",,,,https://whealthventures.com,,SEBI AIF2; IN/AIF2/25-26/1793,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Warmup Ventures,VC,"Seed, Series A",,,,https://warmupventures.com,,SEBI AIF2; IN/AIF2/24-25/1662,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
WaterBridge Ventures II,VC,"Seed, Series A",,,,https://waterbridge.vc,,"SEBI AIF2; IN/AIF2/18-19/0651, IN/AIF2/21-22/0983, IN/AIF2/23-24/1302",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
WEH Ventures,VC,"Seed, Series A",,,,https://wehventures.com,,"SEBI AIF1; IN/AIF1/24-25/1564, IN/AIF2/20-21/0793",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
White Whale Venture,VC,"Seed, Series A",,,,https://whitewhale.in,,SEBI AIF1; IN/AIF1/21-22/0999,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Wisdom Angels,Angel,"Pre-Seed, Seed",,,,https://wisdomsmith.com,,SEBI AIF1; IN/AIF1/18-19/0557,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
World V Fund,VC,"Seed, Series A",,,,https://world5fund.com,,SEBI AIF1; IN/AIF1/19-20/0766,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Yali Ventures,VC,"Seed, Series A",,,,https://yali.vc,,SEBI AIF2; IN/AIF2/23-24/1438,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Yournest Angel,Angel,"Pre-Seed, Seed",,,,https://yournest.in,,"SEBI AIF1; IN/AIF1/16-17/0267, IN/AIF1/25-26/1874",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Z3Partners Tech,VC,"Seed, Series A",,,,https://z3partners.com,,SEBI AIF2; IN/AIF2/19-20/0704,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Zeropearl Vc,VC,"Seed, Series A",,,,https://zeropearl.vc,,SEBI AIF1; IN/AIF1/24-25/1719,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
